*$$ SDRPT007   03012020 VR    18:10:47
  005494 SNAM005494                              00000                                             CF
  005506 SNAM005506                              00000                                             CF
  005518 SNAM005518                              00000                                             CF
  005520 SNAM005520  I    L                      00000                                             CP
  005532 SNAM005532  I    L                      00000                                             CP
  005544 SNAM005544                              00000                                             CF
  005556 SNAM005556                              00000                                             CF
  005568 SNAM005568                              00000                                             CF
  005570 SNAM005570                              00000                                             CF
  005581 SNAM005581                              00000                                             CF
  005593 SNAM005593                              00000                                             CF
  005605 SNAM005605                              00000                                             CF
  005617 SNAM005617                              00000                                             CF
  005629 SNAM005629                              00000                                             CF
  005632 SNAM005632                              00000                                             CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    11
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  005644 SNAM005644                              00000                                             CF
  005656 SNAM005656                              00000                                             CF
  005668 SNAM005668                              00000                                             CF
  005670 SNAM005670                              00000                                             CF
  005681 SNAM005681                              00000                                             CF
  005693 SNAM005693                              00000                                             CF
  005705 SNAM005705                              00000                                             CF
  005717 SNAM005717                              00000                                             CF
  005729 SNAM005729                              00000                                             CF
  005782 SNAM005782                              00000                                             CF
  005794 SNAM005794                              00000                                             CF
  005806 SNAM005806                              00000                                             CF
  005818 SNAM005818                              00000                                             CF
  005820 SNAM005820                              00000                                             CF
  005831 SNAM005831                              00000                                             CF
  005843 SNAM005843                              00000                                             CF
  005855 SNAM005855                              00000                                             CF
  005867 SNAM005867                              00000                                             CF
  005879 SNAM005879                                                                                CF
  005891 SNAM005891                                                                                CF
  005913 SNAM005913                                                                                CF
  005946 SNAM005946                              00000                                             CF
  005957 SNAM005957                              98000                                             CP
  005968 SNAM005968                              98000                                             CP
  005979 SNAM005979                              98000                                             CP
  005980 SNAM005980                              98000                                             CP
  006009 SNAM006009                              98000                                             CP
  006018 SNAM006018                              98000                                             CP
  006027 SNAM006027                              98000                                             CP
  006090 SNAM006090                              98000                                             CP
  006102 SNAM006102                              98000                                             CP
  006114 SNAM006114                              98000                                             CP
  006126 SNAM006126                              98000                                             CP
  006138 SNAM006138                              98000                                             CP
  006140 SNAM006140                              98000                                             CP
  006151 SNAM006151                              98000                                             CP
  006163 SNAM006163                              98000                                             CP
  006175 SNAM006175                              98000                                             CP
  006187 SNAM006187                              98000                                             CP
  006199 SNAM006199                              98000                                             CP
  006200 SNAM006200                              98000                                             CP
  006212 SNAM006212                              98000                                             CP
  006224 SNAM006224                              98000                                             CP
  006236 SNAM006236                              98000                                             CP
  006248 SNAM006248                              00000                                             CF
  006251 SNAM006251                              00000                                             CF
  006262 SNAM006262                              00000                                             CF
  006273 SNAM006273                              00000                                             CF
  006284 SNAM006284                              00000                                             CF
  006295 SNAM006295                              00000                                             CF
  006306 SNAM006306                              00000                                             CF
  006317 SNAM006317                              00000                                             CF
  006328 SNAM006328                              00000                                             CF
  006339 SNAM006339                              00000                                             CF
  006340 SNAM006340                              00000                                             CF
  006351 SNAM006351                              00000                                             CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    12
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  006363 SNAM006363                              00000                                             CF
  006375 SNAM006375                              00000                                             CF
  006387 SNAM006387  I                           98000                                             CP
  006399 SNAM006399  I                           98000                                             CP
  006402 SNAM006402                              98000                                             CP
  006414 SNAM006414                              98000                                             CP
  006426 SNAM006426                              98000                                             CP
  006438 SNAM006438                              98000                                             CP
  006440 SNAM006440                              98000                                             CP
  006452 SNAM006452                              00000                                             CF
  006464 SNAM006464                              00000                                             CF
  006476 SNAM006476                              98000                                             CP
  006488 SNAM006488                              98000                                             CP
  006490 SNAM006490                              00000                                             CF
  006509 SNAM006509                              98000                                             CP
  006510 SNAM006510                              98000                                             CP
  006517 SNAM006517                              98000                                             CP
  006525 SNAM006525                              00000                                             CF
  006533 SNAM006533                              00000                                             CF
  006541 SNAM006541                              98000                                             CP
  006559 SNAM006559                              98000                                             CP
  006567 SNAM006567                              98000                                             CP
  006575 SNAM006575  I          CN               98000                  PP                         CP
  006583 SNAM006583                              98000                                             CP
  006591 SNAM006591                              98000                                             CP
  006617 SNAM006617                              98000                                             CP
  006625 SNAM006625                              98000                                             CP
  006633 SNAM006633                              98000                                             CP
  006641 SNAM006641                              98000                                             CP
  006650 SNAM006650  I          CN               98000                  PP                         CP
  006668 SNAM006668                              98000                                             CP
  006676 SNAM006676                              98000                                             CP
  006684 SNAM006684                              98000                                             CP
  006692 SNAM006692                              98000                                             CP
  006700 SNAM006700                              98000                                             CP
  006718 SNAM006718                              98000                                             CP
  006726 SNAM006726                              98000                                             CP
  006734 SNAM006734  I          HK               00000                                             CP
  006742 SNAM006742                              00000                                             CF
  006750 SNAM006750                              00000                                             CF
  006769 SNAM006769                              00000                                             CF
  006777 SNAM006777                              00000                                             CF
  006785 SNAM006785                              00000                                             CF
  006793 SNAM006793                              00000                                             CF
  006801 SNAM006801                              00000                                             CF
  006819 SNAM006819                              00000                                             CF
  006827 SNAM006827                              00000                                             CF
  006835 SNAM006835                              00000                                             CF
  006843 SNAM006843  I    F                      00000                                             CF
  006851 SNAM006851                              00000                                             CF
  006860 SNAM006860                              00000                                             CF
  006879 SNAM006879                              00000                                             CF
  006887 SNAM006887                              00000                                             CF
  006895 SNAM006895  I    F                      00000                                             CF
  006903 SNAM006903                              98000                                             CP
  006911 SNAM006911                              98000                                             CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    13
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  006945 SNAM006945                              98000                                             CP
  006953 SNAM006953                              98000                                             CP
  006961 SNAM006961                              98000                                             CP
  006979 SNAM006979                              98000                                             CP
  006987 SNAM006987                              98000                                             CP
  006995 SNAM006995                              98000                                             CP
  007003 SNAM007003                              98000                                             CP
  007011 SNAM007011                              98000                                             CP
  007028 SNAM007028                              98000                                             CP
  007036 SNAM007036                              98000                                             CP
  007044 SNAM007044                              98000                                             CP
  007052 SNAM007052                              98000                                             CP
  007060 SNAM007060                              98000                                             CP
  007078 SNAM007078                              98000                                             CP
  007086 SNAM007086                              98000                                             CP
  007094 SNAM007094                              98000                                             CP
  007102 SNAM007102                              98000                                             CP
  007110 SNAM007110                              98000                                             CP
  007128 SNAM007128                              98000                                             CP
  007136 SNAM007136                              98000                                             CP
  007144 SNAM007144                              98000                                             CP
  007152 SNAM007152                              98000                                             CF
  007160 SNAM007160  I                           98000                                             CF
  007178 SNAM007178                              98000                                             CF
  007186 SNAM007186                              98000                                             CF
  007194 SNAM007194                              98000                                             CF
  007200 SNAM007200                              98000                                             CP
  007260 SNAM007260                              98000                                             CP
  007278 SNAM007278                              98000                                             CP
  007286 SNAM007286                              98000                                             CP
  007294 SNAM007294                              98000                                             CP
  007318 SNAM007318  I    B                                                                        CP
  007326 SNAM007326  I    B                                                                        CP
  007334 SNAM007334                              98000                                             CP
  007350 SNAM007350                              98000                                             CF
  007368 SNAM007368                              98000                                             CF
  007376 SNAM007376                              98000                                             CF
  007384 SNAM007384                              98000                                             CF
  007392 SNAM007392                              98000                                             CF
  007400 SNAM007400                              98000                                             CF
  007418 SNAM007418                              98000                                             CF
  007426 SNAM007426                              98000                                             CF
  007434 SNAM007434                              98000                                             CF
  007442 SNAM007442                              00000                                             CF
  007450 SNAM007450                                                                                CF
  007468 SNAM007468                                                                                CF
  007476 SNAM007476                                                                                CF
  007484 SNAM007484                              98000                                             CF
  007492 SNAM007492                                                                                CF
  007500 SNAM007500                                                                                CF
  007518 SNAM007518                                                                                CF
  007526 SNAM007526                                                                                CF
  007534 SNAM007534                                                                                CF
  007542 SNAM007542                                                                                CF
  007550 SNAM007550                                                                                CF
  007568 SNAM007568                                                                                CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    14
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  007576 SNAM007576                                                                                CF
  007584 SNAM007584                                                                                CF
  007592 SNAM007592                              98000                                             CF
  007601 SNAM007601                              98000                                             CF
  007619 SNAM007619                              98000                                             CF
  007627 SNAM007627                              98000                                             CF
  007635 SNAM007635                              98000                                             CF
  007643 SNAM007643                              98000                                             CF
  007651 SNAM007651  I    W     TW               30909                  PP                         RC
  007669 SNAM007669  I    W     TW               30909                  PP                         RC
  007677 SNAM007677                                                                                CF
  007685 SNAM007685                                                                                CF
  007693 SNAM007693                                                                                CF
  007701 SNAM007701  I                                                                             CP
  007719 SNAM007719  I                                                                             CP
  007727 SNAM007727  I                                                                             CP
  007735 SNAM007735                                                                                CF
  007743 SNAM007743                                                                                CF
  007751 SNAM007751                                                                                CF
  007769 SNAM007769                                                                                CF
  007777 SNAM007777                                                                                CF
  007785 SNAM007785                                                                                CF
  007793 SNAM007793                                                                                CF
  007801 SNAM007801                                                                                CF
  007819 SNAM007819                                                                                CF
  007827 SNAM007827                                                                                CF
  007835 SNAM007835                                                                                CF
  007841 SNAM007841  I                           98000                                             CP
  007850 SNAM007850  I                           98000                                             CP
  007862 SNAM007862  I                           98000                                             CP
  007874 SNAM007874                              98000                                             CP
  007886 SNAM007886                              98000                                             CP
  007898 SNAM007898                              98000                                             CP
  007900 SNAM007900                              98000                                             CP
  007919 SNAM007919                              98000                                             CP
  007927 SNAM007927                              98000                                             CP
  007935 SNAM007935                              98000                                             CP
  007943 SNAM007943                              98000                                             CP
  007951 SNAM007951                              98000                                             CP
  007962 SNAM007962  I    L                                                                        CP
  007974 SNAM007974  I    L                                                                        CP
  007986 SNAM007986  I    L                                                                        CP
  007998 SNAM007998  I    L                                                                        CP
  008000 SNAM008000  I    L                                                                        CP
  008019 SNAM008019  I    L                                                                        CP
  008027 SNAM008027  I    L                                                                        CP
  008035 SNAM008035  I    L                                                                        CP
  008043 SNAM008043  I    L                                                                        CP
  008051 SNAM008051  I    L                                                                        CP
  008062 SNAM008062  I    L                                                                        CP
  008074 SNAM008074  I    L                                                                        CP
  008086 SNAM008086  I    L                                                                        CP
  008098 SNAM008098  I    L                                                                        CP
  008100 SNAM008100  I    L                                                                        CP
  008119 SNAM008119  I    L                                                                        CP
  008127 SNAM008127  I    L                                                                        CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    15
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  008135 SNAM008135  I    L                                                                        CP
  008143 SNAM008143  I    L                                                                        CP
  008151 SNAM008151  I    L                                                                        CP
  008162 SNAM008162  I    L                                                                        CP
  008174 SNAM008174  I    L                                                                        CP
  008186 SNAM008186  I    L                                                                        CP
  008198 SNAM008198  I    L                                                                        CP
  008200 SNAM008200  I    L                                                                        CP
  008219 SNAM008219  I    L                                                                        CP
  008227 SNAM008227  I    L                                                                        CP
  008235 SNAM008235  I    L                                                                        CP
  008243 SNAM008243  I    L                                                                        CP
  008251 SNAM008251  I    L                                                                        CP
  008262 SNAM008262  I    L                                                                        CP
  008274 SNAM008274  I    L                                                                        CP
  008286 SNAM008286  I    L                                                                        CP
  008298 SNAM008298  I    L                                                                        CP
  008300 SNAM008300  I    L                                                                        CP
  008319 SNAM008319  I    L                                                                        CP
  008327 SNAM008327  I    L                                                                        CP
  008335 SNAM008335  I    L                                                                        CP
  008343 SNAM008343  I    L                                                                        CP
  008351 SNAM008351  I    L                                                                        CP
  008362 SNAM008362  I    L                                                                        CP
  008374 SNAM008374  I    L                                                                        CP
  008386 SNAM008386  I    L                                                                        CP
  008398 SNAM008398  I    L                                                                        CP
  008400 SNAM008400  I    L                                                                        CP
  008419 SNAM008419  I    L                                                                        CP
  008427 SNAM008427  I    L                                                                        CP
  008435 SNAM008435  I    L                                                                        CP
  008443 SNAM008443  I    L                                                                        CP
  008451 SNAM008451  I    L                                                                        CP
  008462 SNAM008462  I    L                                                                        CP
  008474 SNAM008474  I    L                                                                        CP
  008486 SNAM008486  I    L                                                                        CP
  008498 SNAM008498  I    L                                                                        CP
  008500 SNAM008500  I    L                                                                        CP
  008519 SNAM008519  I    L                                                                        CP
  008527 SNAM008527  I    L                                                                        CP
  008535 SNAM008535  I    L                                                                        CP
  008543 SNAM008543  I    L                                                                        CP
  008551 SNAM008551  I    L                                                                        CP
  008662 SNAM008662  I    L                                                                        CP
  008674 SNAM008674  I    L                                                                        CP
  008686 SNAM008686  I    L                                                                        CP
  008698 SNAM008698  I    L                                                                        CP
  008700 SNAM008700  I    L                                                                        CP
  008719 SNAM008719  I    L                                                                        CP
  008727 SNAM008727  I    L                                                                        CP
  008735 SNAM008735  I    L                                                                        CP
  008743 SNAM008743  I    L                                                                        CP
  008751 SNAM008751  I    L                                                                        CP
  008762 SNAM008762  I    L                                                                        CP
  008774 SNAM008774  I    L                                                                        CP
  008786 SNAM008786  I    L                                                                        CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    16
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  008798 SNAM008798  I    L                                                                        CP
  008800 SNAM008800  I    L                                                                        CP
  008819 SNAM008819  I    L                                                                        CP
  008827 SNAM008827  I    L                                                                        CP
  008835 SNAM008835  I    L                                                                        CP
  008843 SNAM008843  I    L                                                                        CP
  008851 SNAM008851  I    L                                                                        CP
  008862 SNAM008862  I    L                                                                        CP
  008874 SNAM008874  I    L                                                                        CP
  008886 SNAM008886  I    L                                                                        CP
  008898 SNAM008898  I    L                                                                        CP
  008900 SNAM008900  I    L                                                                        CP
  008919 SNAM008919  I    L                                                                        CP
  008927 SNAM008927  I    L                                                                        CP
  008935 SNAM008935  I    L                                                                        CP
  008943 SNAM008943  I    L                                                                        CP
  008951 SNAM008951  I    L                                                                        CP
  008962 SNAM008962  I    L                                                                        CP
  008974 SNAM008974  I    L                                                                        CP
  008986 SNAM008986  I    L                                                                        CP
  008998 SNAM008998  I    L                                                                        CP
  009000 SNAM009000  I    L                                                                        CP
  009019 SNAM009019  I    L                                                                        CP
  009027 SNAM009027  I    L                                                                        CP
  009035 SNAM009035  I    L                                                                        CP
  009043 SNAM009043  I    L                                                                        CP
  009051 SNAM009051  I    L                                                                        CP
  009062 SNAM009062  I    L                                                                        CP
  009074 SNAM009074  I    L                                                                        CP
  009086 SNAM009086  I    L                                                                        CP
  009098 SNAM009098  I    L                                                                        CP
  009100 SNAM009100  I    L                                                                        CP
  009119 SNAM009119  I    L                                                                        CP
  009127 SNAM009127  I    L                                                                        CP
  009135 SNAM009135  I    L                                                                        CP
  009143 SNAM009143  I    L                                                                        CP
  009151 SNAM009151  I    L                                                                        CP
  009162 SNAM009162  I    L                                                                        CP
  009174 SNAM009174  I    L                                                                        CP
  009186 SNAM009186  I    L                                                                        CP
  009198 SNAM009198  I    L                                                                        CP
  009200 SNAM009200  I    L                                                                        CP
  009219 SNAM009219  I    L                                                                        CP
  009227 SNAM009227  I    L                                                                        CP
  009235 SNAM009235  I    L                                                                        CP
  009243 SNAM009243  I    L                                                                        CP
  009251 SNAM009251  I    L                                                                        CP
  009262 SNAM009262  I    L                                                                        CP
  009274 SNAM009274  I    L                                                                        CP
  009286 SNAM009286  I    L                                                                        CP
  009298 SNAM009298  I    L                                                                        CP
  009300 SNAM009300  I    L                                                                        CP
  009319 SNAM009319  I    L                                                                        CP
  009327 SNAM009327  I    L                                                                        CP
  009335 SNAM009335  I    L                                                                        CP
  009343 SNAM009343  I    L                                                                        CP
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    17
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  009351 SNAM009351  I    L                                                                        CP
  009362 SNAM009362  I    L                                                                        CP
  009374 SNAM009374  I    L                                                                        CP
  009386 SNAM009386  I    L                                                                        CP
  009398 SNAM009398  I    L                                                                        CP
  009400 SNAM009400  I    L                                                                        CP
  009419 SNAM009419  I    L                                                                        CP
  009427 SNAM009427  I    L                                                                        CP
  009435 SNAM009435  I    L                                                                        CP
  009443 SNAM009443  I    L                                                                        CP
  009451 SNAM009451  I    L                                                                        CP
  009462 SNAM009462  I    L                                                                        CP
  009474 SNAM009474  I    L                                                                        CP
  009486 SNAM009486  I    L                                                                        CP
  009498 SNAM009498  I    L                                                                        CP
  009500 SNAM009500  I    L                                                                        CP
  009519 SNAM009519  I    L                                                                        CP
  009527 SNAM009527  I    L                                                                        CP
  009535 SNAM009535  I    L                                                                        CP
  009543 SNAM009543  I    L                                                                        CP
  009551 SNAM009551  I    L                                                                        CP
  009562 SNAM009562  I    L                                                                        CP
  009574 SNAM009574  I    L                                                                        CP
  009586 SNAM009586  I    L                                                                        CP
  009598 SNAM009598  I    L                                                                        CP
  009600 SNAM009600  I    L                                                                        CP
  009619 SNAM009619  I    L                                                                        CP
  009627 SNAM009627  I    L                                                                        CP
  009635 SNAM009635  I    L                                                                        CP
  009643 SNAM009643  I    L                                                                        CP
  009651 SNAM009651  I    L                                                                        CP
  009662 SNAM009662  I    L                                                                        CP
  009674 SNAM009674  I    L                                                                        CP
  009686 SNAM009686  I    L                                                                        CP
  009698 SNAM009698  I    L                                                                        CP
  009700 SNAM009700  I    L                                                                        CP
  009719 SNAM009719  I    L                                                                        CP
  009727 SNAM009727  I    L                                                                        CP
  009735 SNAM009735  I    L                                                                        CP
  009743 SNAM009743  I    L                                                                        CP
  009751 SNAM009751  I    L                                                                        CP
  009762 SNAM009762  I    L                                                                        CP
  009774 SNAM009774  I    L                                                                        CP
  009786 SNAM009786  I    L                                                                        CP
  009798 SNAM009798  I    L                                                                        CP
  009800 SNAM009800  I    L                                                                        CP
  009819 SNAM009819  I    L                                                                        CP
  009827 SNAM009827  I    L                                                                        CP
  009835 SNAM009835  I    L                                                                        CP
  009843 SNAM009843  I    L                                                                        CP
  009851 SNAM009851  I    L                                                                        CP
  009862 SNAM009862  I    L                                                                        CP
  009874 SNAM009874  I    F                                                                        CP
